class,cap-diameter,cap-shape,cap-surface,stem-width,has-ring
e,Very Large,Flat,Smooth,18.22,t
p,Colossal,Sunken,Wrinkled,4.12,f
e,Huge,Convex,Dry,10.09,f
p,Colossal,Convex,Textured,22.48,f
e,Very Large,Convex,Textured,2.03,f
p,Gigantic,Convex,Grooved,1.59,f
e,Very Large,Sunken,Dry,12.95,f
e,Large,Convex,Iridescent,17.94,t
p,Gigantic,Flat,Dry,43.68,f
p,Colossal,Convex,Textured,37.69,f
p,Colossal,Sunken,Textured,16.44,f
p,Gigantic,Conical,Iridescent,7.32,f
p,Colossal,Bell,Scaly,4.3,f
p,Colossal,Convex,Iridescent,9.21,t
p,Huge,Conical,Sticky,11.07,f
e,Huge,Flat,Silky,9.57,f
p,Gigantic,Convex,Textured,14.51,f
p,Gigantic,Bell,Scaly,4.37,f
e,Large,Convex,Dry,12.14,f
e,Very Large,Convex,missing,11.19,t
p,Gigantic,Convex,Grooved,0.95,f
p,Huge,Flat,missing,3.22,f
e,Very Large,Flat,missing,17.18,t
e,Large,Flat,Textured,7.67,f
e,Large,Sunken,missing,27.07,f
e,Huge,Flat,Smooth,22.72,f
p,Colossal,Convex,Silky,5.38,f
p,Huge,Convex,missing,2.57,f
e,Huge,Sunken,missing,9.9,f
e,Large,Convex,Silky,15.53,f
p,Gigantic,Others,missing,30.4,t
p,Colossal,Sunken,Hairy,11.08,f
p,Colossal,Others,Leathery,0.0,f
p,Colossal,Flat,Dry,44.05,f
e,Very Large,Bell,Hairy,9.07,f
e,Huge,Conical,Grooved,1.23,f
p,Huge,Flat,Textured,17.54,f
e,Huge,Sunken,missing,17.64,f
p,Colossal,Convex,Textured,8.9,t
p,Gigantic,Flat,Dry,3.36,f
e,Very Large,Others,missing,18.32,f
e,Large,Flat,Silky,15.22,f
p,Gigantic,Sunken,Dry,8.51,f
e,Very Large,Sunken,Smooth,28.11,f
p,Huge,Convex,Scaly,13.98,t
p,Colossal,Sunken,Sticky,5.78,t
e,Very Large,Convex,Hairy,14.63,f
e,Huge,Sunken,Textured,25.64,f
p,Colossal,Flat,missing,8.88,f
e,Huge,Flat,Silky,29.1,f
p,Gigantic,Flat,Hairy,3.88,f
e,Very Large,Flat,Scaly,7.07,f
p,Gigantic,Convex,Grooved,2.29,f
p,Colossal,Flat,Scaly,3.66,t
e,Huge,Convex,Leathery,10.02,f
e,Large,Punctate,Scaly,21.05,t
p,Colossal,Convex,Scaly,5.77,f
p,Colossal,Convex,Scaly,3.44,t
p,Colossal,Convex,missing,13.51,f
p,Gigantic,Flat,Scaly,18.19,f
e,Very Large,Punctate,Scaly,18.7,t
p,Gigantic,Sunken,Dry,10.4,f
p,Gigantic,Sunken,missing,7.13,f
e,Large,Convex,Wrinkled,57.35,f
p,Gigantic,Others,Silky,0.0,t
p,Colossal,Sunken,Textured,11.54,t
p,Colossal,Convex,Scaly,14.95,t
p,Gigantic,Convex,missing,3.65,f
e,Large,Flat,Hairy,10.0,f
p,Gigantic,Convex,Sticky,1.62,f
p,Colossal,Sunken,Textured,16.1,f
e,Large,Convex,Dry,13.61,f
p,Colossal,Flat,Wrinkled,6.09,f
p,Colossal,Flat,Textured,3.05,f
e,Huge,Flat,missing,15.14,f
e,Huge,Flat,Scaly,11.69,t
e,Very Large,Convex,Textured,10.12,f
p,Colossal,Flat,missing,3.46,f
p,Colossal,Convex,Iridescent,2.37,f
e,Huge,Sunken,missing,20.09,f
p,Colossal,Convex,Iridescent,5.34,f
e,Very Large,Convex,missing,16.55,f
e,Large,Convex,missing,15.77,f
e,Very Large,Convex,Grooved,2.05,f
p,Colossal,Convex,Smooth,15.17,f
p,Gigantic,Bell,missing,2.45,f
p,Colossal,Bell,Hairy,4.5,t
e,Large,Convex,missing,8.04,f
e,Very Large,Bell,Grooved,1.38,f
e,Huge,Convex,Scaly,17.99,t
p,Colossal,Others,Textured,13.1,f
e,Large,Punctate,Dry,33.62,f
e,Very Large,Flat,Scaly,4.08,f
p,Gigantic,Others,Silky,0.0,t
p,Colossal,Punctate,missing,25.02,f
p,Gigantic,Convex,Sticky,1.49,f
p,Colossal,Bell,Iridescent,5.74,f
e,Large,Convex,Smooth,18.84,f
p,Colossal,Convex,Textured,9.07,t
e,Huge,Flat,missing,12.04,f
p,Colossal,Convex,Silky,8.0,f
e,Large,Bell,Grooved,3.59,f
e,Large,Conical,Grooved,1.46,f
p,Colossal,Bell,Dry,6.7,t
e,Large,Convex,Silky,14.57,f
e,Huge,Flat,Dry,6.5,f
p,Colossal,Flat,Hairy,18.97,t
e,Very Large,Convex,Dry,11.62,f
e,Huge,Others,missing,20.44,f
e,Large,Convex,Silky,21.95,f
p,Huge,Convex,missing,9.42,f
e,Very Large,Bell,Hairy,10.5,f
p,Colossal,Bell,missing,2.32,f
e,Large,Convex,Silky,9.15,f
p,Colossal,Bell,Scaly,4.52,f
e,Huge,Convex,Hairy,21.53,f
e,Large,Flat,Wrinkled,2.64,f
p,Colossal,Convex,Iridescent,8.58,t
p,Gigantic,Bell,Hairy,6.22,t
p,Gigantic,Bell,Scaly,18.77,f
p,Gigantic,Sunken,Sticky,4.33,t
e,Large,Convex,Textured,11.39,f
p,Gigantic,Sunken,Textured,13.38,t
e,Large,Convex,Scaly,16.81,t
p,Colossal,Sunken,Dry,38.68,f
e,Huge,Sunken,missing,8.28,f
e,Very Large,Flat,Hairy,9.72,f
p,Colossal,Convex,Silky,7.82,t
e,Large,Punctate,Scaly,19.86,t
p,Huge,Convex,Silky,17.5,f
e,Very Large,Convex,Iridescent,17.64,t
e,Very Large,Convex,Textured,14.03,t
p,Colossal,Convex,Smooth,10.5,t
e,Huge,Punctate,Silky,11.42,t
p,Gigantic,Sunken,Wrinkled,6.05,f
p,Colossal,Convex,Smooth,9.59,t
e,Very Large,Convex,missing,7.41,f
p,Colossal,Bell,Textured,12.41,t
p,Gigantic,Bell,missing,2.39,f
e,Very Large,Flat,Smooth,19.81,t
p,Colossal,Flat,Leathery,5.18,f
p,Gigantic,Convex,Scaly,14.89,t
e,Large,Convex,missing,4.87,f
e,Large,Flat,Smooth,16.77,t
e,Huge,Convex,Hairy,6.23,t
e,Very Large,Convex,Scaly,9.98,f
p,Gigantic,Convex,Grooved,1.53,f
p,Colossal,Bell,Silky,6.53,f
p,Gigantic,Sunken,Sticky,4.51,t
e,Very Large,Flat,missing,20.1,f
p,Gigantic,Convex,Scaly,5.22,f
p,Gigantic,Convex,Textured,9.59,t
e,Very Large,Convex,Scaly,24.42,t
e,Very Large,Sunken,Silky,22.82,f
e,Large,Conical,Hairy,11.35,f
p,Colossal,Sunken,Textured,17.35,f
e,Very Large,Others,Scaly,42.3,f
p,Colossal,Sunken,Textured,11.96,f
p,Colossal,Bell,missing,1.89,f
p,Gigantic,Bell,Grooved,3.65,f
p,Gigantic,Sunken,Textured,13.58,f
e,Large,Convex,Scaly,6.95,f
p,Gigantic,Bell,Textured,12.03,t
p,Colossal,Convex,Grooved,1.16,f
e,Large,Convex,Dry,6.95,f
p,Colossal,Convex,Sticky,3.19,f
p,Colossal,Flat,missing,14.91,f
p,Gigantic,Convex,Silky,5.62,f
p,Colossal,Flat,missing,3.51,f
e,Very Large,Sunken,Textured,17.35,f
e,Large,Flat,Hairy,5.78,f
p,Colossal,Sunken,Dry,6.39,f
p,Gigantic,Flat,missing,8.69,f
e,Large,Flat,Silky,9.09,f
p,Colossal,Sunken,Silky,32.62,f
p,Colossal,Flat,Sticky,6.02,t
e,Huge,Convex,missing,4.74,f
p,Gigantic,Flat,Dry,2.75,f
e,Huge,Flat,Scaly,12.75,t
e,Very Large,Sunken,Leathery,51.47,f
p,Colossal,Flat,Leathery,5.67,f
e,Very Large,Convex,missing,23.19,f
p,Gigantic,Convex,Silky,7.39,f
e,Very Large,Convex,Grooved,2.22,f
e,Huge,Sunken,missing,7.73,f
p,Gigantic,Flat,missing,15.4,f
e,Huge,Convex,Scaly,5.81,f
p,Gigantic,Convex,Hairy,6.71,t
p,Gigantic,Convex,Iridescent,2.58,f
e,Huge,Flat,Grooved,13.93,f
e,Large,Convex,Textured,2.54,f
p,Colossal,Bell,missing,2.08,f
p,Gigantic,Flat,Scaly,17.9,f
e,Huge,Convex,Hairy,4.61,t
p,Gigantic,Others,Leathery,0.0,f
e,Very Large,Sunken,Wrinkled,12.54,f
p,Gigantic,Convex,missing,10.77,f
p,Colossal,Flat,Scaly,3.6,t
p,Colossal,Convex,missing,18.95,f
p,Colossal,Convex,Scaly,5.74,f
p,Gigantic,Convex,Silky,6.69,t
p,Colossal,Punctate,Textured,2.92,t
e,Very Large,Sunken,Leathery,44.01,f
p,Colossal,Convex,Grooved,13.47,t
e,Huge,Bell,Grooved,2.88,f
p,Colossal,Convex,Scaly,11.67,t
p,Colossal,Convex,Iridescent,14.32,f
p,Gigantic,Convex,Wrinkled,9.79,f
e,Huge,Flat,Silky,11.21,t
e,Very Large,Convex,Hairy,5.41,f
e,Large,Convex,missing,12.76,t
p,Gigantic,Convex,missing,5.87,f
p,Gigantic,Convex,Dry,2.42,f
p,Colossal,Convex,Grooved,1.18,f
p,Colossal,Flat,Wrinkled,9.43,f
e,Very Large,Flat,Scaly,12.65,t
e,Huge,Convex,Scaly,11.97,t
e,Huge,Convex,Textured,5.08,t
e,Large,Punctate,Textured,72.62,f
e,Large,Convex,Iridescent,18.16,t
p,Gigantic,Bell,Grooved,3.48,f
p,Colossal,Bell,Textured,12.54,t
p,Colossal,Convex,Silky,14.73,f
e,Very Large,Flat,Hairy,12.21,f
e,Very Large,Sunken,missing,7.53,f
p,Colossal,Convex,Grooved,1.03,f
e,Huge,Others,Leathery,54.31,f
e,Huge,Convex,missing,23.76,f
e,Very Large,Convex,Scaly,10.47,f
e,Large,Flat,Silky,15.95,f
e,Huge,Convex,missing,7.9,t
p,Gigantic,Sunken,missing,12.77,t
p,Gigantic,Bell,Hairy,5.64,t
e,Very Large,Convex,Leathery,10.82,f
p,Colossal,Bell,Textured,7.28,t
p,Colossal,Flat,missing,3.3,f
p,Gigantic,Sunken,Wrinkled,4.18,f
p,Gigantic,Flat,Scaly,3.72,t
p,Gigantic,Convex,Textured,6.82,t
p,Gigantic,Bell,Textured,11.53,t
p,Colossal,Convex,Iridescent,15.62,f
e,Huge,Convex,Dry,12.5,f
e,Large,Sunken,missing,20.46,f
e,Huge,Convex,Scaly,24.75,t
e,Very Large,Sunken,Leathery,45.41,f
p,Colossal,Bell,Grooved,2.89,f
e,Huge,Sunken,Smooth,23.36,f
e,Very Large,Convex,Scaly,17.42,t
e,Very Large,Flat,Scaly,18.48,t
p,Gigantic,Others,Silky,0.0,t
e,Huge,Bell,Grooved,2.92,f
p,Gigantic,Convex,missing,7.17,f
e,Huge,Others,Scaly,25.54,f
e,Huge,Flat,Silky,17.6,t
p,Gigantic,Flat,missing,3.17,f
p,Colossal,Flat,Sticky,5.84,t
e,Very Large,Sunken,missing,21.89,f
e,Huge,Convex,Silky,18.07,t
p,Colossal,Conical,Sticky,12.1,f
p,Colossal,Bell,missing,2.23,f
p,Gigantic,Convex,Grooved,0.95,f
e,Gigantic,Conical,Grooved,1.1,f
e,Gigantic,Bell,Grooved,3.19,f
e,Very Large,Flat,Scaly,23.74,t
e,Very Large,Flat,Grooved,1.07,f
p,Colossal,Others,Silky,0.0,f
e,Very Large,Convex,Dry,10.33,f
e,Huge,Others,missing,16.49,f
p,Colossal,Convex,Textured,16.0,f
e,Very Large,Conical,missing,19.07,f
p,Gigantic,Convex,Smooth,28.23,f
p,Colossal,Bell,Silky,6.51,t
e,Very Large,Convex,Textured,17.83,t
p,Colossal,Sunken,missing,12.63,t
p,Colossal,Sunken,Textured,14.04,t
e,Huge,Convex,missing,19.87,t
e,Very Large,Punctate,Grooved,1.3,f
p,Gigantic,Flat,Leathery,5.26,f
e,Huge,Flat,Smooth,22.71,f
e,Huge,Sunken,missing,8.18,f
p,Gigantic,Others,Silky,0.0,t
p,Colossal,Sunken,Textured,13.0,f
e,Very Large,Convex,Leathery,7.59,f
p,Colossal,Others,Leathery,0.0,f
p,Gigantic,Convex,Hairy,17.07,f
p,Gigantic,Convex,Smooth,13.42,f
p,Colossal,Flat,Silky,27.83,f
p,Gigantic,Convex,Silky,17.66,f
p,Colossal,Convex,Scaly,3.68,t
e,Very Large,Bell,Scaly,3.05,f
e,Huge,Convex,missing,6.25,f
p,Colossal,Sunken,missing,6.64,f
e,Huge,Convex,Textured,22.4,f
p,Colossal,Bell,Hairy,6.23,t
p,Colossal,Convex,Grooved,2.39,f
e,Very Large,Flat,Smooth,24.96,f
e,Very Large,Convex,Dry,18.78,f
e,Huge,Convex,missing,14.57,f
p,Colossal,Flat,Hairy,14.71,t
p,Gigantic,Flat,missing,3.38,f
e,Very Large,Convex,Dry,13.06,f
p,Colossal,Convex,Grooved,2.73,f
e,Huge,Bell,Grooved,3.26,f
e,Gigantic,Convex,missing,19.25,t
p,Colossal,Convex,missing,2.61,f
p,Colossal,Convex,missing,19.96,f
p,Gigantic,Bell,missing,1.91,f
p,Colossal,Convex,Scaly,3.33,t
p,Colossal,Bell,Textured,7.15,t
p,Gigantic,Punctate,Textured,2.46,t
p,Colossal,Convex,Smooth,24.72,f
e,Very Large,Convex,missing,24.52,f
e,Huge,Convex,Hairy,12.82,f
p,Colossal,Convex,Grooved,15.87,t
e,Gigantic,Convex,Dry,10.24,f
p,Gigantic,Bell,Textured,6.7,t
p,Colossal,Bell,Textured,2.29,t
p,Colossal,Convex,Textured,6.48,t
e,Huge,Convex,Hairy,4.48,f
p,Gigantic,Conical,missing,3.54,f
p,Gigantic,Convex,Hairy,17.81,f
p,Gigantic,Convex,Silky,18.95,f
p,Colossal,Convex,Iridescent,2.54,f
e,Large,Bell,Scaly,3.03,f
p,Colossal,Sunken,Dry,26.52,f
p,Gigantic,Flat,Wrinkled,5.08,f
p,Colossal,Convex,Grooved,0.77,f
p,Colossal,Sunken,missing,6.38,f
p,Colossal,Flat,missing,3.44,f
e,Huge,Convex,Grooved,1.85,f
p,Gigantic,Bell,Hairy,6.52,t
p,Colossal,Convex,Silky,7.55,f
p,Colossal,Convex,Silky,35.31,f
e,Large,Flat,Silky,13.33,t
p,Gigantic,Convex,Grooved,1.47,f
p,Gigantic,Sunken,Textured,12.4,f
p,Colossal,Bell,Textured,11.42,t
e,Huge,Convex,missing,4.05,f
p,Gigantic,Convex,Textured,27.43,f
e,Large,Convex,Hairy,6.27,t
p,Colossal,Flat,Dry,7.41,f
p,Colossal,Flat,missing,4.32,f
p,Colossal,Bell,Hairy,7.11,t
e,Huge,Flat,Smooth,19.94,t
e,Very Large,Flat,Scaly,3.29,f
p,Colossal,Bell,missing,1.9,f
e,Huge,Convex,missing,11.73,t
e,Huge,Flat,Grooved,0.93,f
p,Colossal,Others,missing,28.6,t
p,Colossal,Bell,Silky,7.35,f
p,Colossal,Flat,Sticky,6.4,t
p,Gigantic,Others,Sticky,1.5,f
p,Colossal,Flat,Dry,6.58,f
p,Gigantic,Others,Leathery,0.0,f
e,Huge,Convex,Dry,12.38,f
p,Colossal,Others,missing,15.78,f
e,Very Large,Convex,Smooth,20.99,f
e,Very Large,Convex,Hairy,3.47,t
p,Gigantic,Punctate,Grooved,14.43,t
p,Colossal,Others,missing,13.4,f
p,Colossal,Flat,missing,11.51,f
e,Huge,Sunken,Wrinkled,10.88,f
p,Gigantic,Bell,missing,2.47,f
p,Gigantic,Convex,Grooved,1.43,f
p,Colossal,Bell,Textured,11.08,t
e,Huge,Conical,Grooved,1.37,f
e,Gigantic,Flat,Scaly,8.45,f
e,Very Large,Convex,missing,21.05,f
p,Gigantic,Convex,Dry,6.11,t
e,Very Large,Convex,missing,11.43,t
e,Very Large,Others,Leathery,64.21,f
p,Colossal,Convex,Sticky,3.22,f
p,Colossal,Convex,missing,20.57,f
e,Very Large,Punctate,Scaly,18.35,t
p,Colossal,Sunken,Dry,9.76,f
e,Huge,Sunken,missing,8.92,f
p,Gigantic,Others,missing,15.36,f
p,Colossal,Bell,missing,1.85,f
p,Gigantic,Convex,Grooved,2.42,f
p,Colossal,Others,Sticky,1.62,f
p,Colossal,Punctate,missing,22.79,f
e,Gigantic,Sunken,missing,7.34,f
e,Very Large,Others,missing,22.79,f
e,Very Large,Convex,Grooved,1.08,f
e,Very Large,Convex,Silky,11.04,f
p,Colossal,Bell,Hairy,1.49,f
e,Huge,Punctate,Scaly,12.54,t
p,Colossal,Bell,Silky,8.3,t
e,Huge,Convex,Textured,21.77,f
p,Colossal,Flat,missing,4.25,f
e,Very Large,Punctate,missing,21.58,f
p,Colossal,Conical,Iridescent,7.53,f
p,Colossal,Flat,Textured,3.77,f
p,Colossal,Convex,Hairy,6.94,t
e,Large,Convex,Sticky,9.98,f
e,Huge,Convex,Sticky,9.4,f
p,Gigantic,Conical,missing,3.48,f
e,Huge,Flat,Silky,9.85,f
p,Gigantic,Bell,missing,1.98,f
e,Huge,Convex,Silky,9.65,f
p,Colossal,Sunken,Dry,7.98,f
e,Huge,Sunken,Wrinkled,12.55,f
p,Colossal,Convex,Hairy,17.49,f
p,Colossal,Sunken,Textured,16.98,t
p,Colossal,Convex,missing,2.14,f
e,Huge,Sunken,Scaly,3.29,f
p,Gigantic,Others,Silky,0.0,t
e,Very Large,Sunken,Dry,6.82,f
p,Colossal,Bell,Textured,2.47,t
e,Very Large,Flat,missing,3.54,f
e,Very Large,Punctate,Grooved,1.48,f
e,Very Large,Punctate,Grooved,1.61,f
e,Very Large,Sunken,missing,7.6,f
p,Gigantic,Others,missing,23.49,f
p,Colossal,Flat,missing,13.17,f
e,Gigantic,Convex,missing,8.61,f
e,Gigantic,Flat,Hairy,11.25,f
e,Gigantic,Sunken,Leathery,53.09,f
p,Colossal,Others,missing,15.43,f
e,Huge,Convex,Textured,54.72,f
p,Gigantic,Flat,Hairy,17.39,f
p,Gigantic,Others,Smooth,16.5,f
p,Colossal,Sunken,missing,5.78,f
p,Colossal,Flat,Scaly,15.7,f
p,Colossal,Others,Textured,15.94,f
p,Colossal,Flat,Dry,2.74,f
e,Very Large,Convex,missing,10.82,t
p,Gigantic,Bell,Textured,4.85,t
p,Colossal,Convex,Sticky,3.06,f
e,Very Large,Others,Scaly,42.17,f
e,Gigantic,Flat,Silky,12.85,t
p,Colossal,Others,missing,15.11,f
p,Colossal,Convex,missing,6.82,f
e,Huge,Convex,Wrinkled,57.3,f
e,Huge,Bell,Grooved,2.49,f
e,Gigantic,Convex,Dry,11.98,f
p,Colossal,Convex,missing,2.44,f
p,Colossal,Flat,Dry,2.99,f
e,Huge,Convex,Silky,17.72,t
p,Colossal,Convex,missing,20.72,f
e,Huge,Flat,Textured,12.6,f
p,Colossal,Others,Leathery,0.0,f
p,Colossal,Convex,Scaly,5.03,t
p,Colossal,Convex,Silky,13.85,f
p,Gigantic,Flat,Silky,4.78,f
e,Large,Flat,Silky,24.09,f
e,Very Large,Sunken,Silky,23.74,f
p,Gigantic,Flat,Sticky,3.03,f
e,Very Large,Sunken,Scaly,3.17,f
e,Gigantic,Convex,missing,25.27,f
e,Very Large,Conical,missing,19.89,f
e,Gigantic,Others,Leathery,63.0,f
e,Very Large,Convex,Silky,32.55,f
p,Colossal,Sunken,Textured,12.61,f
e,Very Large,Convex,Dry,6.16,f
p,Colossal,Convex,Textured,25.53,f
p,Colossal,Flat,Silky,5.15,f
e,Very Large,Convex,Textured,5.32,t
p,Colossal,Convex,Grooved,0.94,f
e,Huge,Flat,missing,13.75,f
p,Colossal,Convex,Grooved,1.24,f
p,Gigantic,Sunken,Sticky,4.77,t
e,Large,Punctate,Textured,64.64,f
e,Huge,Convex,Dry,12.22,f
p,Colossal,Flat,Textured,4.76,f
e,Huge,Flat,Silky,10.68,f
p,Colossal,Convex,Sticky,1.7,f
e,Very Large,Flat,Dry,5.34,f
p,Colossal,Convex,missing,30.56,f
p,Colossal,Others,missing,16.04,f
p,Gigantic,Convex,Grooved,1.11,f
p,Colossal,Convex,Dry,8.18,f
e,Gigantic,Bell,Scaly,3.33,f
p,Colossal,Convex,Silky,8.63,t
p,Colossal,Flat,missing,12.27,f
p,Gigantic,Flat,Scaly,19.93,f
p,Colossal,Others,Smooth,14.48,f
p,Colossal,Convex,Dry,2.51,f
e,Very Large,Conical,Grooved,1.48,f
p,Gigantic,Flat,missing,10.01,f
p,Gigantic,Convex,Sticky,1.43,f
p,Colossal,Convex,Silky,5.14,f
p,Colossal,Bell,Silky,7.77,f
e,Very Large,Convex,Silky,18.9,t
p,Colossal,Convex,Textured,32.06,f
p,Gigantic,Sunken,missing,5.36,f
e,Gigantic,Flat,Silky,18.77,f
p,Colossal,Convex,missing,11.68,f
p,Gigantic,Convex,Silky,8.31,f
p,Gigantic,Others,Leathery,0.0,f
e,Huge,Flat,Silky,6.08,f
p,Colossal,Others,missing,12.51,f
e,Huge,Convex,Hairy,7.39,f
p,Gigantic,Conical,Sticky,13.26,f
e,Huge,Convex,missing,12.87,f
p,Colossal,Others,missing,13.0,f
e,Gigantic,Convex,Hairy,11.85,f
e,Huge,Sunken,missing,15.36,f
e,Huge,Flat,Hairy,10.25,f
e,Very Large,Flat,Textured,4.99,f
e,Huge,Convex,missing,8.32,t
p,Colossal,Bell,Hairy,1.3,f
p,Colossal,Flat,missing,11.62,t
e,Very Large,Convex,Textured,17.16,t
e,Very Large,Convex,Hairy,17.53,t
p,Colossal,Convex,Grooved,1.97,f
p,Gigantic,Sunken,Dry,9.02,f
e,Gigantic,Flat,Grooved,3.34,f
e,Very Large,Convex,missing,16.56,t
p,Colossal,Flat,Leathery,4.85,f
p,Gigantic,Convex,missing,21.05,f
p,Colossal,Convex,missing,25.04,f
e,Very Large,Flat,Grooved,12.77,f
e,Gigantic,Convex,missing,8.25,f
p,Colossal,Convex,missing,9.42,f
p,Colossal,Flat,missing,11.61,f
p,Colossal,Convex,Grooved,18.12,t
p,Gigantic,Others,Smooth,16.39,f
p,Colossal,Convex,Hairy,16.87,t
e,Huge,Convex,Iridescent,17.51,t
e,Huge,Others,Leathery,21.18,f
p,Colossal,Convex,Scaly,3.3,t
e,Gigantic,Convex,Scaly,18.76,t
e,Very Large,Convex,Dry,11.32,f
p,Colossal,Punctate,Silky,13.7,t
p,Colossal,Convex,Silky,14.58,f
e,Very Large,Flat,Silky,6.47,f
p,Colossal,Bell,Hairy,1.29,f
p,Colossal,Sunken,Dry,7.0,f
e,Gigantic,Sunken,Leathery,10.37,f
p,Colossal,Convex,missing,1.06,f
e,Huge,Convex,Dry,6.25,f
e,Very Large,Convex,Textured,12.48,f
e,Gigantic,Conical,missing,20.32,f
p,Colossal,Sunken,Dry,9.35,f
p,Colossal,Sunken,Textured,29.48,f
e,Gigantic,Flat,Hairy,13.1,f
p,Colossal,Sunken,Textured,12.12,f
p,Colossal,Convex,Textured,23.17,f
e,Huge,Flat,missing,16.3,f
e,Gigantic,Conical,missing,20.02,f
e,Huge,Flat,missing,17.43,f
p,Colossal,Convex,Textured,6.53,t
e,Huge,Conical,Grooved,1.78,f
p,Colossal,Flat,Dry,3.19,f
p,Colossal,Sunken,missing,12.7,t
e,Huge,Convex,Dry,35.92,f
e,Very Large,Bell,Grooved,3.46,f
e,Huge,Flat,Textured,5.4,f
e,Huge,Sunken,Dry,13.44,f
e,Very Large,Convex,Silky,26.21,f
p,Colossal,Sunken,Textured,24.22,f
e,Huge,Convex,Hairy,15.98,t
e,Gigantic,Punctate,Scaly,16.78,t
p,Colossal,Sunken,Dry,2.66,f
p,Colossal,Convex,missing,18.2,f
p,Colossal,Convex,Iridescent,14.09,f
p,Colossal,Sunken,Dry,6.8,f
p,Colossal,Convex,Iridescent,15.44,f
e,Huge,Convex,Wrinkled,70.02,f
e,Very Large,Bell,Grooved,3.92,f
p,Colossal,Conical,Hairy,2.95,f
e,Huge,Convex,missing,11.61,t
e,Gigantic,Flat,Smooth,20.0,t
p,Gigantic,Flat,Textured,12.36,f
e,Gigantic,Flat,Hairy,9.9,f
p,Colossal,Convex,Hairy,6.38,t
p,Gigantic,Bell,Textured,3.94,f
e,Very Large,Convex,Dry,12.81,f
p,Colossal,Convex,Silky,7.57,t
p,Colossal,Flat,Textured,2.86,f
e,Very Large,Flat,Smooth,19.49,t
p,Colossal,Convex,Iridescent,4.85,f
p,Colossal,Convex,Silky,15.7,f
e,Huge,Convex,Dry,13.53,f
e,Very Large,Convex,Dry,9.66,f
e,Gigantic,Convex,Silky,6.54,f
p,Colossal,Sunken,missing,4.45,f
p,Colossal,Convex,Textured,5.22,t
p,Colossal,Bell,Hairy,5.84,t
p,Gigantic,Others,Silky,0.0,t
p,Colossal,Convex,Grooved,2.53,f
e,Huge,Convex,missing,25.37,f
e,Huge,Others,Scaly,41.87,f
e,Huge,Conical,Hairy,13.87,f
p,Colossal,Convex,Smooth,12.41,f
p,Colossal,Convex,Silky,5.19,f
p,Colossal,Convex,Scaly,9.71,t
p,Gigantic,Bell,Hairy,1.58,f
e,Huge,Flat,Hairy,6.26,f
p,Colossal,Bell,Scaly,4.79,f
p,Gigantic,Convex,Iridescent,6.23,f
e,Huge,Convex,Hairy,13.39,f
p,Colossal,Sunken,Silky,7.48,f
p,Colossal,Flat,Textured,3.24,f
p,Colossal,Sunken,Silky,5.16,f
e,Huge,Flat,Grooved,11.82,f
e,Very Large,Convex,Wrinkled,17.08,f
e,Very Large,Convex,Silky,2.01,f
p,Gigantic,Flat,missing,4.08,f
p,Colossal,Convex,missing,7.0,f
p,Gigantic,Others,Silky,0.0,f
p,Colossal,Sunken,Sticky,31.96,f
p,Colossal,Convex,missing,2.7,f
p,Colossal,Convex,Dry,8.25,f
p,Colossal,Sunken,Dry,8.18,f
p,Colossal,Flat,missing,11.82,f
p,Colossal,Conical,Iridescent,6.89,f
e,Very Large,Convex,Sticky,10.4,f
e,Gigantic,Sunken,missing,7.3,f
e,Very Large,Sunken,missing,20.87,f
e,Gigantic,Convex,missing,8.62,t
p,Colossal,Bell,missing,2.18,f
e,Gigantic,Convex,Hairy,6.25,t
p,Colossal,Sunken,Textured,16.08,f
e,Very Large,Convex,missing,8.62,f
e,Huge,Convex,Textured,11.64,f
e,Very Large,Punctate,Wrinkled,71.61,f
p,Colossal,Flat,Scaly,4.9,f
p,Colossal,Sunken,Textured,18.36,t
p,Gigantic,Others,missing,27.21,f
p,Colossal,Conical,Sticky,12.34,f
p,Colossal,Others,Silky,0.0,t
e,Gigantic,Flat,missing,21.54,f
e,Huge,Sunken,Silky,22.24,f
e,Very Large,Convex,Dry,33.03,f
e,Very Large,Sunken,missing,7.97,f
p,Colossal,Convex,Grooved,0.74,f
p,Colossal,Others,Textured,0.0,f
p,Colossal,Convex,Silky,16.75,f
p,Colossal,Others,missing,26.4,f
e,Very Large,Others,Scaly,48.08,f
e,Huge,Sunken,Silky,21.86,f
p,Colossal,Convex,Textured,7.54,f
p,Colossal,Convex,Smooth,27.22,f
e,Gigantic,Flat,Silky,18.0,t
p,Colossal,Bell,Silky,6.68,t
p,Colossal,Convex,missing,12.1,f
e,Gigantic,Convex,Silky,11.19,f
e,Gigantic,Punctate,Dry,32.95,f
e,Very Large,Sunken,Scaly,3.13,f
e,Gigantic,Flat,Dry,28.03,f
p,Colossal,Bell,missing,2.38,f
e,Huge,Flat,Silky,5.72,f
e,Gigantic,Others,missing,23.12,f
e,Huge,Flat,Dry,5.37,f
p,Colossal,Others,Textured,0.0,f
p,Colossal,Convex,Hairy,4.49,t
p,Colossal,Convex,Iridescent,24.87,t
e,Very Large,Bell,Grooved,4.38,f
p,Colossal,Convex,Silky,6.75,t
p,Gigantic,Convex,Silky,5.94,f
e,Gigantic,Convex,Silky,12.76,f
p,Colossal,Sunken,Textured,15.1,f
e,Huge,Flat,Dry,6.09,f
